jumlah_dosen,univ_name
0,Sekolah Tinggi Bahasa Asing Dinamik
34,STMIK Pontianak
33,STMIK Widya Cipta Dharma 
8,Sekolah Tinggi Ilmu Ekonomi Nasional Samarinda
53,Sekolah Tinggi Ilmu Ekonomi Widya Dharma
24,Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak
40,Sekolah Tinggi Ilmu Administrasi Amuntai
9,Sekolah Tinggi Ilmu Ekonomi Muara Teweh
0,Sekolah Tinggi Ilmu Pertanian Palangka Raya
40,STMIK Balikpapan
16,STIPER Muhammadiyah Tanah Grogot
11,Sekolah Tinggi Teknologi Industri Bontang
0,Sekolah Tinggi Ilmu Bahasa Asing Palangka Raya
0,Sekolah Tinggi Ilmu Ekonomi Tanjung Selor
0,Sekolah Tinggi Pertanian Pgri Buntok
8,Sekolah Tinggi Ilmu Ekonomi Dahani Dahanai Buntok
49,Sekolah Tinggi Pertanian Kutai Timur
8,Sekolah Tinggi Pertanian Panca Bhakti
42,STMIK Banjarbaru
53,Sekolah Tinggi Teknologi Migas
23,Sekolah Tinggi Ilmu Kesehatan Cahaya Bangsa
0,STIKES Muhammadiyah Banjarmasin
12,Sekolah Tinggi Ilmu Pertanian Berau
16,Sekolah Tinggi Ilmu Pertanian Amuntai
84,STMIK Indonesia Banjarmasin
19,Sekolah Tinggi Teknologi Bontang
36,Sekolah Tinggi Ilmu Administrasi Tabalong
12,Sekolah Tinggi Ilmu Ekonomi Tenggarong
13,STIE YBPK Palangka Raya
36,STIK Muhammadiyah Pontianak
8,Sekolah Tinggi Ilmu Ekonomi Widya Praja
74,STKIP Persada Khatulistiwa Sintang
33,STIKES Suaka Insan
48,Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa
18,Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang
34,STMIK Palangka Raya
44,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi
35,STMIK Widya Dharma
27,STMIK Sentra Pendidikan Bisnis
22,STIKES Husada Borneo
32,STIKES Wiyata Husada Samarinda
20,STIKES Darul Azhar Batulicin
5,Sekolah Tinggi Ilmu Hukum Kuala Kapuas
28,STMIK PPKIA Tarakanita Rahmawati Tarakan
24,STIE Madani Balikpapan
51,STIKES Sari Mulia
23,STMIK Borneo Internasional
10,Sekolah Tinggi Ilmu Ekonomi Nusantara Sangatta
22,STKIP Paris Barantai
23,STIKES Kapuas Raya
0,STIKES Muhammadiyah Samarinda
24,STIKES Yarsi Pontianak
21,STIKES Eka Harap
43,STKIP Singkawang
19,STKIP Pamane Talino
22,Sekolah Tinggi Ilmu Kesehatan Borneo Lestari
10,Sekolah Tinggi Bahasa Asing Pontianak
9,STIKES Borneo Cendekia Medika
6,Sekolah Tinggi Bahasa Harapan Bersama
13,Sekolah Tinggi Ilmu Manajemen Shanti Bhuana
9,Sekolah Tinggi Ilmu Hukum Awang Long 
0,STKIP Islam Sabilal Muhtadin Banjarmasin
19,STIKES Dirgahayu Samarinda
22,Akademi Teknik Pembangunan Nasional
0,Akademi Manajemen Koperasi Barabai
7,Akademi Manajemen Perusahaan Panca Bhakti
7,Akademi Sekretari & Manajemen Widya Dharma
0,ASMI KMPI Samarinda
0,AMIK Balikpapan
11,Akademi Keuangan & Perbankan Grha Arta Katulistiwa
9,Akademi Sekretari Manajemen Indonesia Pontianak
0,Akademi Bahasa Asing Pontianak
0,Akademi Pariwisata Nasional Samarinda
0,Akademi Akuntansi Balikpapan
13,Akademi Maritim Nusantara Banjarmasin
5,Akademi Bahasa Asing Balikpapan
9,Akademi Bahasa Asing Colorado Samarinda
0,Akademi Keperawatan Dirgahayu Samarinda
0,Akademi Keguruan Paris Barantai Kotabaru
0,Akademi Kesehatan Lingkungan MuhammadiyahSamarinda
0,Akademi Keperawatan Muhammadiyah Samarinda
9,Akademi Bahasa Asing Widya Dharma
3,Akademi Maritim Indonesia Samarinda
10,AMIK Panca Bhakti
8,Akademi Perpajakan Panca Bhakti
0,Akademi Bisnis Internasional Samarinda
0,Akademi Sekretari Indonesia Samarinda
18,Akademi Farmasi Samarinda
18,Akademi Pariwisata Nasional Banjarmasin
7,Akademi Kebidanan Martapura
4,Akademi Manajemen Bumi Sebalo Bengkayang
0,AMIK PPKIA Tarakanita Rahmawati Tarakan
15,ASMI Airlangga Balikpapan
0,Akademi Agrobisnis Bumi Sebalo
14,Akademi Keperawatan Kaltara Tarakan
12,Akademi Keperawatan Yarsi Samarinda
24,Akademi Kebidanan Bunga Kalimantan
23,Akademi Kebidanan Sari Mulia
11,Akademi Keperawatan Bethesda Serukam
1,Akademi Manajemen Komputer dan Informatika Ketapang
10,Akademi Kebidanan Singkawang
0,Akademi Keperawatan Yarsi Pontianak
13,Akademi Keperawatan Pandan Harum Banjarmasin
16,Akademi Kebidanan Aisyiyah Pontianak
12,Akademi Kebidanan Betang Asi Raya
9,Akademi Kebidanan Bunga Husada
13,Akademi Kebidanan Borneo Medistra
15,Akademi Farmasi Yarsi Pontianak
20,Akademi Kebidanan Bakti Indonesia Balikpapan
13,Akademi Kebidanan Permata Husada Samarinda
5,Akademi Kebidanan Kutai Husada
0,Akademi Akuntansi Edita Sangatta
19,ASMI Citra Nusantara
10,Akademi Kebidanan Muhammadiyah Kotim
13,Akademi Kebidanan Mutiara Mahakam
5,Akademi Kebidanan Banjarbaru
13,Akademi Kebidanan Banua Bina Husada
5,Akademi Kebidanan Abdi Persada Banjarmasin
8,AKTEK Radiodiagnostik & Terapi Citra Intan Persada
14,Akademi Kebidanan YAPKESBI Banjarbaru
13,Akademi Kebidanan St Benedicta Pontianak
16,Akademi Keperawatan Dharma Insan Pontianak
11,Akademi Analis Kesehatan Borneo Lestari Banjarbaru
7,Akademi Bahasa Asing Permata Hati Tarakan
59,AMIK BSI Pontianak
6,Akademi Keperawatan Kesdam VI/Tanjung Pura
13,Akademi Kebidanan Panca Bhakti 
19,Akademi Keperawatan Intan Martapura
23,Akademi Farmasi ISFI Banjarmasin 
7,Akademi Gizi Sinka Dharma Madani Singkawang 
5,Akademi Farmasi Kaltara Tarakan
29,Politeknik Tonggak Equator
0,Politeknik Balikpapan
8,Politeknik Putra Bangsa Pontianak
32,Politeknik Kotabaru
34,Politeknik Sendawar
0,Politeknik Ketapang
20,Politeknik Muara Teweh
45,Politeknik Malinau
0,Politeknik Terpikat Sambas
38,Politeknik Islam Syekh Salman Al-Farisi Rantau
0,Politeknik Tanah Laut
0,Politeknik Bisnis Lamda
20,Politeknik Hasnur
13,Politeknik Ilmu Pelayaran Balikpapan
10,Politeknik Unggulan Kalimantan
7,Politeknik Batulicin
0,Akademi Komunitas Favorit Samarinda
122,Universitas Darussalam Ambon
126,Universitas Kristen Indonesia Maluku
32,Universitas Nuku
216,Universitas Muhammadiyah Maluku Utara
69,Universitas Iqra Buru
0,Universitas Musamus Merauke
103,Universitas Halmahera
35,Universitas Bumi Hijrah Tidore
50,Universitas Pasifik Morotai
56,Universitas Hein Namotemo
0,STIE Ottow & Geissler Jayapura
17,Sekolah Tinggi Ilmu Administrasi Trinitas
0,Sekolah Tinggi Teologia GMIH Tobelo
17,Sekolah Tinggi Perikanan Hatta-sjahrir
12,Sekolah Tinggi Ilmu Administrasi Darul Rahman Tual
23,STIA Abdul Azis Kataloka
14,Sekolah Tinggi Ilmu Ekonomi Umel
13,Sekolah Tinggi Ilmu Sosial Mutiara
8,Sekolah Tinggi Ilmu Administrasi Langgur
23,Sekolah Tinggi Ilmu Sosial Ilmu Politik Kebangsaan
16,Sekolah Tinggi Ilmu Ekonomi Saumlaki
118,STKIP Kie Raha
24,STKIP Gotong Royong Masohi
0,STIA Amal Ilmiah Wamena
12,Sekolah Tinggi Ilmu Ekonomi Manajemen Rutu Nusa
10,STMIK Tidore Mandiri
13,Sekolah Tinggi Ilmu Administrasi Said Perintah
22,Sekolah Tinggi Pertanian Labuha
36,Sekolah Tinggi Ilmu Kesehatan Halmahera
9,Sekolah Tinggi Ilmu Administrasi Saumlaki
19,Sekolah Tinggi Pertanian Kewirausahaan Banau
11,STKIP Hatta Sjahrir
23,STIKES Maluku Husada
13,STIKES Pasapua Ambon
22,Sekolah Tinggi Ilmu Komputer Ambon
11,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Saumlaki
8,Sekolah Tinggi Ilmu Hukum Muhammad Thaha Tual di Kota Tual
11,STKIP Ita Wotu Nusa
0,STKIP Hunimua
24,Akademi Maritim Maluku
7,Akademi Ilmu Komputer Ternate
10,Akademi Kebidanan Makariwo
0,Akademi Bank Yapis
5,Akademi Kebidanan Aru
2,Akademi Kebidanan Gatra Buana Gurabati Tidore
10,AKPER Rumkit Tk.III Dr. JA.A. Latumentten Kesdam XVI
32,Politeknik Perdamaian Halmahera
12,Politeknik Sains & Teknologi Wiratama Maluku Utara
3,Politeknik Halmahera
239,Universitas Jabal Ghafur
127,Universitas Iskandar Muda
227,Universitas Abulyatama
166,Universitas Muhammadiyah Aceh
308,Universitas Serambi Mekkah
200,Universitas Al Muslim
0,Universitas Teuku Umar Meulaboh
71,Universitas Gajah Putih
58,Universitas Gunung Leuser Aceh
93,Universitas Ubudiyah Indonesia
62,Universitas Sains Cut Nyak Dhien
23,Sekolah Tinggi Ilmu Ekonomi Indonesia Banda Aceh
7,Sekolah Tinggi Ilmu Manajemen
25,Sekolah Tinggi Ilmu Ekonomi Sabang
14,STMIK Abulyatama
11,Sekolah Tinggi Ilmu Kehutanan Pante Kulu
7,Sekolah Tinggi Ilmu Administrasi Iskandar Thani
12,Sekolah Tinggi Teknik Iskandar Thani
12,Sekolah Tinggi Ilmu Manajemen Pase
5,Sekolah Tinggi Ilmu Ekonomi YPHB
8,Sekolah Tinggi Teknik Bina Cendikia
12,Sekolah Tinggi Ilmu Hukum Muhammadiyah Takengon
36,STMIK Bina Bangsa
18,Sekolah Tinggi Ilmu Manajemen Indonesia Meulaboh
11,Sekolah Tinggi Ilmu Psikologi Harapan Bangsa
12,Sekolah Tinggi Ilmu Administrasi Nasional
16,STKIP Al-Washliyah
16,STKIP An-nur Nangro Aceh
68,STKIP Bina Bangsa Getsempena
20,Sekolah Tinggi Ilmu Pertanian Yashafa
17,STKIP Muhammadiyah Aceh Tengah
26,Sekolah Tinggi Ilmu Kesehatan Harapan Bangsa
17,STIKES Payung Negeri Aceh Darussalam
0,Sekolah Tinggi Ilmu Kesehatan U budiyah
2,STISIP Al Washliyah Banda Aceh
39,STIE Bumi Persada Lhokseumawe
29,STIKES Cut Nyak Dhien Langsa
26,Sekolah Tinggi Ilmu Ekonomi Lhokseumawe
0,STMIK U budiyah Indonesia
0,Sekolah Tinggi Ilmu Kesehatan Langsa
24,STIKES Darussalam Lhokseumawe
25,STIKES Muhammadiyah Lhokseumawe
17,STIKES Medika Seramoe Barat
32,STIKES Medika Nurul Islam
21,Sekolah Tinggi Ilmu Administrasi Pelita Nusantara
15,STIKES Bumi Persada Lhokseumawe
45,STIKES Getsempena Lhoksukon
27,STIKES Bina Nusantara
0,STIKES Bina Bangsa Kuala Simpang
26,Sekolah Tinggi Ilmu Ekonomi Kebangsaan Bireuen
24,STKIP Muhammadiyah Aceh Barat Daya
53,STIKES Nurul Hasanah Kutacane
53,STKIP Bina Bangsa Meulaboh
7,STKIP Usman Safri Kutacane
12,STKIP Bumi Persada Lhokseumawe
0,STIKES Medika Teuku Umar
31,STIKES Bustanul Ulum Langsa
13,STMIK Indonesia Banda Aceh
8,STKIP Citra Bangsa Aceh Utara
12,Sekolah Tinggi Manajemen Informatika dan Komputer Harapan Ibu
9,Sekolah Tinggi Ilmu Hukum Kebangsaan Bireuen
0,Akademi Manajemen Banda Aceh
6,Akademi Sekretari Manajemen Tanah Rencong
10,Akademi Sekretari Manajemen Nusantara
18,AMIK Indonesia
6,Akademi Pariwisata Muhammadiyah Banda Aceh
10,Akademi Keuangan Perbankan Nusantara
3,AMIK Jabal Ghafur
0,Akademi Keuangan Perbankan Nasional
9,Akademi Maritim Nusantara Malahayati
3,Akademi Maritim Aceh Darussalam
22,Akademi Perikanan Dan Ilmu Kelautan
19,Akademi Kebidanan Darussalam
6,Akademi Keperawatan Yappkes Aceh Singkil
17,Akademi Keperawatan Teungku Fakinah Banda Aceh
0,Akademi Kebidanan Bustanul Ulum Langsa
8,Akademi Kebidanan Public Health Medical Nursing
19,Akademi Kebidanan Saleha
9,Akademi Kebidanan Harapan Ibu Langsa
25,Akademi Kebidanan Nurul Hasanah
6,Akademi Kebidanan Yayasan Pendidikan Mona
13,Akademi Kebidanan Medica Putro Bungsu
8,Akademi Kebidanan Nadhirah
0,Akademik Teknik Otomotif Banda Aceh
18,Akademi Kebidanan Medica Bakti Persada
15,Akademi Kebidanan Munawarrah Bireuen
4,Akademi Fisioterapi Harapan Bangsa Banda Aceh
13,Akademi Analis Farmasi Dan Makanan Banda Aceh
14,Akademi Kebidanan Gayo Lues
2,Akademi Kebidanan Adhira Mustika Gayo
13,Akademi Kebidanan Darul Husada
5,Akademi Kebidanan Bunga Bangsa Idi
11,Akademi Kebidanan Medica Alas Leuser
8,Akademi Keperawatan Ibnu Sina Kota Sabang
0,Akademi Kebidanan Medica Bakti Nusantara
8,Akademi Kebidanan Pidie Jaya
9,Akademi Farmasi YPPM Mandiri
5,Akademi Kebidanan Medika Sri Tamiang
12,Akademi Kebidanan Muhammadiyah Banda Aceh
11,Akademi Keperawatan Abulyatama
12,Akademi Keperawatan Kesdam Iskandar Muda Lhokseumawe
11,Akademi Keperawatan Kesdam Iskandar Muda Banda Aceh
2,Akademi Kesehatan Lingkungan Jabal Ghafur
6,Akademi Keperawatan Jabal Ghafur 
1,Akademi kebidanan Meuligoe Nur Amin
10,Akademi Perekam dan Info Kes Sihat Beurata
6,Akademi Teknik Elektromedik Kupula Aceh
0,Akademi Kebidanan Medika Anugerah Tasya
8,Akademi Teknik Radiodiagnostik Dan Radioterapi (ATRO) Banda Aceh
0,Akademi Fisioterapi Muhammadiyah Aceh
5,Akademi Keperawatan Muhammadiyah Bireuen
0,Akademi Manajemen Gunung Leuser
51,Politeknik Aceh
29,Politeknik Indonesia Venezuela
36,Politeknik Aceh Selatan
0,Politeknik Kutaraja
181,Universitas Muhammadiyah Sorong
153,Universitas Sains Dan Teknologi Jayapura
115,Universitas Yapis Papua
140,Universitas Satya Wiyata Mandala
79,Universitas Kristen Papua
7,Universitas Timika
104,Universitas Victory Sorong
81,Universitas Ottow Geissler
47,Universitas Nani Bili Nusantara
61,Iisip Yapis Biak
3,Institut Sains Dan Teknologi Indonesia Manokwari
19,Sekolah Tinggi Ilmu Hukum Manokwari
12,STISIP Silas Papare Jayapura
10,STFT Gki Izaak Samuel Kijne Jayapura
15,Sekolah Tinggi Filsafat Fajar Timur Jayapura
9,Sekolah Tinggi Ilmu Administrasi Karya Dharma
31,STKIP Abdi Wacana Wamena
11,STIE Ottow & Geissler Fak-fak
5,Sekolah Tinggi Ilmu Administrasi Asy Syafi iyah
33,Sekolah Tinggi Ilmu Ekonomi Port Numbay Jayapura
19,STIPER Santo Thomas Aquinas Jayapura
9,Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui
18,STIKOM Muhammadiyah Jayapura
17,Sekolah Tinggi Ilmu Ekonomi Jambatan Bulan
5,Sekolah Tinggi Ilmu Hukum Bintuni
18,Sekolah Tinggi Ilmu Ekonomi Mah-eisa
20,Sekolah Tinggi Ilmu Hukum Umel Mandiri
34,Sekolah Tinggi Ilmu Ekonomi Bukit Zaitun Sorong
0,Sekolah Tinggi Seni Papua
58,STKIP Muhammadiyah Sorong
0,Sekolah Tinggi Ilmu Ekonomi Amor Timika
13,Sekolah Tinggi Ilmu Kesehatan Papua
16,Sekolah Tinggi Ilmu Hukum Biak-Papua
7,STIMIK Sepuluh Nopember Jayapura
11,Sekolah Tinggi Ilmu Pertanian Petra Baliem Wamena
16,STKIP Kristen Wamena
14,STISIPOL Yaleka Maro
31,STKIP Muhammadiyah Manokwari
26,Sekolah Tinggi Ilmu Kesehatan Jayapura
0,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Nuuwar
37,STISIP Amal Ilmiah Yapis Wamena
9,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Biak
13,Sekolah Tinggi Ilmu Manajemen Informatika & Teknik Komputer Agamua Wamena Papua
14,Sekolah Tinggi Ilmu Eknomi Yapis Merauke
4,STIE Saint Theresa
6,STKIP Hermon Timika
1,STMIK Kreatindo Manokwari
0,STIE Trinitas Sorong
18,Akademi Sekretari Dan Manajemen Indonesia Jayapura
10,Akademi Pariwisata 45 Jayapura
10,Akademi Pariwisata Petrus Kafiar Biak
5,Akademi Akuntansi Trinitas Sorong
3,Akademi Perikanan Kamasan Biak
7,Akademi Teknik Biak
0,Akademi Keperawatan Jayapura
9,AMIK Umel Mandiri
3,Akademi Bahasa Asing Netaiken Wamena
0,Akademi Manajemen Indonesia Jayapura
12,Akademi Keperawatan RS Marthen Indey
11,Akademi Kebidanan Yaleka Maro Merauke
12,Politeknik Amamapare
27,Politeknik Katolik Saint Paul
5,Politeknik Pertanian Yasanto
0,Politeknik Papua Internasional Sorong
0,Akademi Komunitas Diaspora Bung Karno Wamena
942,Universitas Islam Negeri Syarif Hidayatullah
562,Universitas Islam Negeri Sunan Kalijaga
445,Universitas Islam Negeri Maulana Malik Ibrahim
696,Universitas Islam Negeri Sunan Gunung Jati
729,Universitas Islam Negeri Sulthan Syarif Kasim
638,Universitas Islam Negeri Alauddin
519,Universitas Islam Negeri Sunan Ampel 
466,Universitas Islam Negeri Sumatera Utara Medan
361,Universitas Islam Negeri Raden Fatah Palembang
413,Universitas Islam Negeri Walisongo Semarang
558,Universitas Islam Negeri Ar-Raniry Banda Aceh
223,Universitas Islam Negeri Sultan Maulana Hasanuddin Banten
355,Universitas Islam Negeri Imam Bonjol Padang
261,Universitas Islam Negeri Raden Intan Lampung
244,Universitas Islam Negeri Mataram
352,Universitas Islam Negeri Sultan Thaha Saifuddin Jambi
365,Universitas Islam Negeri Antasari Banjarmasin
0,IAIN Imam Bonjol Padang
0,IAIN Raden Fatah Palembang
0,IAIN Sultan Maulana Hasanuddin Banten
0,IAIN Sultan Thaha Saifuddin Jambi
0,IAIN Sunan Ampel
244,IAIN Surakarta
256,IAIN Syekh Nurjati Cirebon
0,IAIN Walisongo semarang
118,IAIN Ambon
191,IAIN Sultan Amai Gorontalo
0,IAIN Antasari Banjarmasin
0,IAIN Sumatera Utara
0,IAIN Raden Intan Lampung
0,IAIN Mataram
0,IAIN Ar-raniry
192,IAIN Bengkulu
226,IAIN Tulungagung
150,Institut Agama Islam Negeri Padangsidimpuan
160,Institut Agama Islam Negeri Palu 
103,IAIN Manado
125,IAIN Palopo
121,IAIN Kendari
172,IAIN Salatiga
105,IAIN Ternate
162,IAIN Langsa
127,IAIN Palangkaraya
144,IAIN Samarinda
275,IAIN Jember
175,IAIN Purwokerto
145,IAIN Pontianak
167,IAIN Bukittinggi
160,Institut Agama Islam Negeri Batusangkar
169,Institut Agama Islam Negeri Metro
141,Institut Agama Islam Negeri Pekalongan
171,Institut Agama Islam Negeri Ponorogo
112,Institut Agama Islam Negeri Kerinci
0,Institut Agama Islam Negeri Lhokseumawe
0,STAIN Surakarta
0,STAIN Batusangkar
0,STAIN Manado
0,STAIN Padangsidempuan
0,STAIN Palopo 
147,STAIN Pamekasan
162,STAIN Parepare
0,STAIN Pekalongan
0,STAIN Ponorogo
0,STAIN Pontianak
0,STAIN Sjech M. Djamil Djambek Bukittinggi
0,STAIN Sultan Qaimuddin Kendari
77,STAIN Syaikh Abdurrahman Siddik Bangka Belitung
0,STAIN Tulungagung
0,STAIN Salatiga
182,STAIN Kudus
125,STAIN Malikussaleh 
51,STAIN Al-Fatah Jayapura
0,STAIN Zawiyah Cot Kala Langsa
114,STAIN Curup
0,STAIN Ternate
128,STAIN Watampone
0,STAIN Datokarama Palu
0,STAIN Palangkaraya
0,STAIN Samarinda
0,STAIN Kerinci
0,STAIN Jurai Siwo Metro
0,STAIN Jember
196,STAIN Kediri
0,STAIN Purwokerto
35,STAIN Sorong
99,STAIN Gajah Putih Takengon Aceh Tengah
52,STAIN Tengku Dirundeng Meulaboh 
40,STAIN Bengkalis
0,Sekolah Tinggi Agama Islam Negeri Majene
0,Universitas Islam  Negeri Antarasari Banjarmasin
19,Institut Studi Islam Fahmina (ISIF)
5,"Institut Ilmu Al-Qur`an Jannatu Adnin Kendari, Sulawesi Teng"
49,Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya
47,Institut Agama Islam Cipasung (IAIC) Tasikmalaya
56,Institut Agama Islam Darussalam (IAID) Ciamis Jawa Barat
68,Institut Agama Islam Hamzanwadi NW Pancor Lombok Timur
95,Institut Agama Islam Ibrahimy (IAII) Sukorejo Situbondo
72,Institut Agama Islam Nurul Jadid Paiton Probolinggo (IAINJ)
26,Institut Agama Islam Qomarul Huda Bagu Lombok Tengah NTB
18,Institut Agama Islam Riyadlatul Mujahidin Ngabar (IAIRM) Ponorogo
43,Institut Agama Islam Sunan Giri (INSURI) Ponorogo
48,Institut Agama Islam Tribakti (IAIT) Kediri
42,Institut Dirosat Islamiyah Al-Amien Prenduan Sumenep
65,Institut Ilmu KeIslaman Annuqayah (INSTIKA) Guluk-Guluk Sumenep
48,Institut Keislaman Abdullah Faqih (INKAFA) Manyar Gresik
56,Institut KeIslaman Hasyim As`ari (IKAHA) Tebuireng Jombang
0,Institut Studi Islam Darussalam (ISID) Gontor Ponorogo
34,"Institut Agama Islam Daar Al-Ulum (IAIDU) Asahan, Sumatera Utara"
38,Institut Agama Islam Imam Ghozali (IAIIG) Cilacap
0,"Institut Islam Nahdlatul Ulama Jepara (INISNU), Jawa Tengah"
14,Institut Agama Islam Hamzanwadi NW Lombok Timur 
0,Institut Agama Islam Al-Ghuraba Rawamangun Jakarta Timur
7,Institut Agama Islam Jami`at Khair Jakarta Pusat
10,Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi
40,"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan"
19,"Institut Pembina Rohani Islam (IPRIJA) Jakarta, Ciracas, Jakarta Timur"
73,"Institut PTIQ Jakarta, Jakarta Selatan"
41,Institut Agama Islam Al Zaytun Indonesia
51,"Institut Agama Islam Darullughah Wadda'wah Bangil, Pasuruan"
70,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung 
48,Institut Agama Islam Nahdlatul Ulama (IAI NU) Kebumen
34,Institut Agama Islam Almuslim Aceh
12,Institut Agama Islam Banten 
50,Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar
33,Institut Agama Islam (IAI) Bani Fattah Jombang 
61,Institut Agama Islam (IAI) Pangeran Diponegoro Nganjuk
43,Institut Agama Islam (IAI) Syarifuddin Wonorejo Lumajang 
48,Institut Agama Islam (IAI) Al-Aziziyah Samalanga Biereun Aceh 
44,Institut Agama Islam (IAI) Al-Azhaar Lubuklinggau
30,Institut Agama Islam (IAI) Nurul Hakim Kediri Lombok Barat NTB
40,Institut Agama Islam Sunan Giri Bojonegoro
24,Institut Agama Islam Tafaqquh Fiddin Dumai
37,Institut Agama Islam Qomaruddin Gresik
44,Institut Agama Islam (IAI) Al-Qolam
0,Institut Agama Islam (IAI) Darussalam 
41,Institut Agama Islam (IAI) Al-Khoziny
95,Institut Agama Islam Sultan Muhammad Syafiuddin Sambas
43,Institut Agama Islam Darussalam Blokagung Banyuwangi
5,Institut Sains Al-Qur'an Syekh Ibrahim Pasir Pangaraian Rokan Hulu 
65,Institut Pesantren KH. Abdul Chalim Pacet Mojokerto 
58,Institut Ilmu Keislaman Zainul Hasan Genggong 
43,Institut Pesantren Sunan Drajat Lamongan
43,Institut Agama Islam Uluwiyah Mojokerto 
40,Institut Agama Islam Muhammadiyah Bima 
59,Institut Agama Islam Ibrahimy Genteng Banyuwangi
53,Institut Agama Islam Bunga Bangsa Cirebon 
39,Institut Agama Islam Sahid
47,Institut Pesantren Mathaliul Falah Pati Jawa Tengah
61,Institut Agama Islam  Muhammadiyah Sinjai 
33,Institut Islam Mambaul Ulum Surakarta 
0,Institut Agama Islam Ngawi Jawa Timur 
25,"Institut Parahikma Indonesia, Gowa Sulawesi Selatan"
0,Institut Agama Islam Azmi Kotamobagu Sulawesi Utara 
22,Institut Agama Islam Tarbiyatut Tholabah Lamongan Jawa Timur
0,Institut Agama Islam Agus Salim Metro Lampung 
0,Institut Agama Islam Nasional Laa Roiba Bogor Jawa Barat 
0,Institut Agama Islam Muhammadiyah Kotamobagu
0,Institut Agama Islam Pelalawan Riau
0,Institut Ilmu Al Qur'an An-Nur Yogyakarta
0,Institut Agama Islam Sukabumi
0,Institut Agama Islam As'adiyah Sengkang
14,Institut Agama Islam Darussalam Martapura Kalimantan Selatan
0,STAI Al-Aziziyah Samalanga Bireun NAD
4,STAI Darul Hikmah Aceh Barat
23,STAI Tapaktuan Aceh Selatan
13,STIT Muhammadiyah Aceh Barat Daya
18,STAI Denpasar Bali
4,STAI Istiqlal Buleleng Bali
17,STES Islamic Village Tangerang
10,STAI Nurul Hidayah Lebak Banten
9,STIT Al-Amin Kreo Tangerang
10,STIT Darul Fatah Tangerang Banten
0,STAI Miftahul Ulum Mukomuko
6,Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Muhsin Yogyakarta
8,STAI Terpadu Yogyakarta
6,STEI Tiara Rawamangun
3,STAI Acprilesma Indonesia
0,STAI Ahsanta Jambi
0,STAI Al-Anwar Kuala Tungkal Jambi
16,STAI Ma`arif Sarolangun
14,STAI Mau`izhah Tanjung Jabung Barat
19,STAI Bhakti Persada Majalaya Bandung
11,STIES Darul Ulum Purwakarta
5,STAI Duta Bangsa Bekasi
3,STAI Imam Syafi`i Cianjur
13,STAI Muhammadiyah Garut
13,STAI Nahdlatul Ulama (STAINU) Tasikmalaya
23,"STAI Nurul Iman Parung, Bogor"
0,STAI Terpadu Modern Sahid Bogor
16,STAI Al-Ma`arif Ciamis
13,STID Al-Biruni Babakan Ciwaringin
