jumlah_dosen,univ_name
71,STMIK Handayani Makassar
0,Sekolah Tinggi Ilmu Pertanian Tanratupattanabali
0,Sekolah Tinggi Ilmu Manajemen Yapim Maros
11,Sekolah Tinggi Theologia Intim Makassar
13,Sekolah Tinggi Ilmu Pertanian Puangrimanggalatung
14,Sekolah Tinggi Ilmu Ekonomi Rizky
47,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Mamuju
16,Sekolah Tinggi Ilmu Ekonomi Petra
8,Sekolah Tinggi Ilmu Ekonomi Swadaya Manado
53,Sekolah Tinggi Ilmu Kesehatan Makassar
14,Sekolah Tinggi Ilmu Ekonomi Makassar Maju
88,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara
31,Sekolah Tinggi Ilmu Administrasi Bina Taruna
46,STIE Nobel Indonesia Makassar
17,Sekolah Tinggi Ilmu Ekonomi Pariwisata
0,Sekolah Tinggi Ilmu Ekonomi Patria Artha
10,Sekolah Tinggi Ilmu Farmasi Pelita Mas
42,Sekolah Tinggi Ilmu Kesehatan Indonesia Jaya
16,Sekolah Tinggi Ilmu Bahasa Asing Bumi Beringin
19,Sekolah Tinggi Ilmu Hukum Pengayoman
8,Sekolah Tinggi Ilmu Manajemen Publik Makassar
14,STITEK Bina Taruna
30,STMIK Kharisma Makassar
42,STMIK Ichsan
16,Sekolah Tinggi Ilmu Ekonomi Ichsan
37,STISIP Muhammadiyah Rappang
22,STKIP Andi Mattappa
19,Sekolah Tinggi Ilmu Hukum Lamaddukelleng
7,Sekolah Tinggi Ilmu Ekonomi Lamaddukelleng
46,Sekolah Tinggi Ilmu Ekonomi Wira Bhakti
17,Sekolah Tinggi Teknik Baramuli
20,Sekolah Tinggi Ilmu Ekonomi Widya Dharma
27,STMIK Bina Mulia
22,Sekolah Tinggi Ilmu Ekonomi Lamappoleonro
4,Sekolah Tinggi Teknologi Dirgantara Makassar
1,Sekolah Tinggi Ilmu Administrasi Pembangunan
26,Sekolah Tinggi Ilmu Hukum Amsir
13,Sekolah Tinggi Ilmu Ekonomi Yapi Bone
21,Sekolah Tinggi Ilmu Pertanian Yapi Bone
34,Sekolah Tinggi Ilmu Administrasi Prima
32,STMIK Adhi Guna
81,Sekolah Tinggi Ilmu Kesehatan Avicenna
14,Sekolah Tinggi Ilmu Keperawatan Famika
34,STIM Lasharan Jaya Makassar
39,Sekolah Tinggi Teknologi Kelautan
26,STMIK Parnaraya
5,STISIP Swadaya
15,Sekolah Tinggi Ilmu Hukum Cokroaminoto
0,STISIP Tanratupattanabali
5,STISIPOL Mujahidin
42,Sekolah Tinggi Ilmu Ekonomi Mujahidin
24,STIMIK Bina Bangsa
38,STIP Muhammadiyah Sinjai
13,Sekolah Tinggi Teknologi Mekongga
15,STMIK Catur Sakti Kendari
38,STIKES Gema Insan Akademik
0,Sekolah Tinggi Ilmu Pertanian Yapim Maros
52,STISIP Muhammadiah Sinjai
12,STIMED Nusa Palapa
11,Sekolah Tinggi Pariwisata Tamalatea Makassar
10,STMIK Samudra Bitung
23,STMIK Multicom Bolaan Mongondow
14,Sekolah Tinggi Ilmu Pariwisata Manado
46,Sekolah Tinggi Ilmu Kesehatan Yapika
20,STIMIK Lamappapoleonro
0,STMIK Boalemo
12,Sekolah Tinggi Perikanan Dan Kelautan Palu
107,Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin
8,Sekolah Tinggi Ilmu Administrasi Abdul Haris
20,Sekolah Tinggi Ilmu Kesehatan Bina Bangsa Majene
27,Sekolah Tinggi Ilmu Kesehatan Baramuli
12,Sekolah Tinggi Teknologi Nusantara Indonesia
30,Sekolah Tinggi Ilmu Farmasi Makassar
19,Sekolah Tinggi Ilmu Kesehatan Tana Toraja
170,Sekolah Tinggi Ilmu Kesehatan Mega Rezky
42,Sekolah Tinggi Ilmu Keperawatan Gunung Sari
112,STIKES Mandala Waluya Kendari
40,STIKES Tanawali Takalar
36,STIKES Bhakti Pertiwi Luwu Raya
38,STIKES Bina Generasi Polewali Mandar
34,STIKES Kurnia Jaya Persada
25,STIKES Panakkukang
16,STKIP Darud Da wah Wal Irsyad Mamuju
10,STKIP Darud Da wah Wal Irsyad Pinrang
15,STIKES Lakipadada
15,STIKES Graha Edukasi
29,Sekolah Tinggi Ilmu Kesehatan Stella Maris Makasar
18,STIKES Nusantara Lasinrang
11,STIKES RSU Daya Makassar
9,Sekolah Tinggi Ilmu Komputer Rajawali
21,STIKES Marendeng Majene
56,Sekolah Tinggi Ilmu Kesehatan St Fatimah
36,Sekolah Tinggi Ilmu Kesehatan Muhamadiyah Manado
17,Sekolah Tinggi Ilmu Manajemen dan Bisnis Gorontalo
39,STMIK AKBA
36,Sekolah Tinggi Ilmu Ekonomi Pelita Buana
14,STISIP Bina Generasi Polewali
20,STIKES Andini Persada
39,Sekolah Tinggi Ilmu Kesehatan Widya Nusantara Palu
38,STIKES Amanah Makassar
38,Sekolah Tinggi Ilmu Kesehatan Panrita Husada
11,STIKES Puangrimanggalatung
46,STIKES Mega Buana Palopo
48,STIKES Muhammadiyah Sidrap
41,STIKES IST Buton
27,STMIK Profesional Makassar
28,STIKES Bataraguru Soroaka
6,Sekolah Tinggi Ilmu Hukum dan HAM
21,STIKES Graha Medika
15,Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan
17,Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso
21,STIKES Nusantara Jaya
13,STIM Boalemo
9,STIKES Bina Mandiri Gorontalo 
11,STIKES Bakti Nusantara Gorontalo
15,Sekolah Tinggi Bisnis dan Manajemen Dua Saudara
45,STKIP Mega Rezky
13,Sekolah Tinggi Manajemen Informatika dan Komputer Bina Adinata
16,Sekolah Tinggi Ilmu Kesehatan Pelamonia Kesdam VII Wirabuana
8,STIK Trinita Manado
0,Sekolah Tinggi Ilmu Kesehatan Budi Mulia 
0,STMIK Hasan Sulur Wonomulyo
15,STKIP Pelita Nusantara Buton
14,Sekolah Tinggi Ilmu Hukum dan Politik Palu
37,Sekolah Tinggi Ilmu Kesehatan Salewangan Maros
19,STKIP Muhammadiyah Palopo
0,STIK Imanuel Indonesia
15,Sekolah Tinggi Ilmu Maritim Makassar
6,Sekolah Tinggi Ilmu Kesehatan Datu Kamanre
0,STKIP Tomakaka Tiwikrama
12,STKIP Dampal Selatan
20,Sekolah Tinggi Ilmu Kesehatan Trinita
0,Sekolah Tinggi Ilmu Kesehatan Surifatri Kotamobagu
5,Akademi Bahasa Asing UMI Makassar
26,Akademi Maritim Indonesia AIPI
1,Akademi Manajemen Perpajakan Makassar
1,Akademi Bahasa Asing Atmajaya Makassar
5,Akademi Ilmu Gizi YPAG Makassar
0,Akademi Pariwisata YPAG Makassar
14,Akademi Sekretari Manajemen Indonesia Publik
0,Akademi Maritim Indonesia Veteran Makassar
7,Akademi Sekretari Manajemen Atmajaya Makassar
6,Akademi Pariwisata Manado
5,Akademi Teknik Kendari
11,Akademi Maritim Indonesia Bitung
13,AMIK Rizky Makassar
18,Akademi Keperawatan Muhammadiyah Makassar
32,Akademi Teknik Soroako
16,AMIK Tri Dharma Palu
0,Akademi Pariwisata Air Madidi
11,Akademi Keuangan Perbankan Tahuna
4,AMIK Milan Kendari
8,Akademi Sekretari Manajemen Indonesia Klabat
31,AMIK Yapenas Kendari
15,AMIK Ibnu Khaldum Palopo
18,AMIK Catur Sakti Kendari
8,AMIK Makassar
18,Akademi Sekretari Manajemen Indonesia Lpi Makassar
16,Akademi Sekretari Manajemen Amsir Pare-Pare
8,Akademi Teknik Pratama Makale
0,AMIK Profesional Makassar
17,Akademi Manajemen Informatika Dan Komputer Kendari
0,ASMI Yapika Makassar
10,Akademi Hiperkes Makassar
23,AMIK Parnaraya Manado
3,Akademi Teknologi Industri Dewantara Palopo
9,Akademi Ketalak Pelayaran Niagakeplb Kendari
9,AMIK Lamappapoleonro Soppeng
0,Akademi Bahasa Asing Barakati Kendari
0,Akademi Analis Kimia Yapika Makassar
0,Akademi Pertambangan Makassar
0,AMIK Tomakaka 
9,AMIK Mikenium Kolaka
15,Akademi Farmasi Bina Husada Kendari
18,Akademi Keperawatan Yapenas 21 Maros
0,Akademi Kebidanan Salewangan Maros
0,Akademi Keperawatan Nusantara Jaya Makassar
2,ASMI Shita Palu
1,Akademi Komputer Mall Cendikia
0,Akademi Teknik Otomotive Makassar
21,AMIK Luwuk Banggai
4,Akademi Keperawatan Baramuli
20,Akademi Kebidanan Bina Sejahtera
6,Akademi Keperawatan YPPP Wonomulyo
0,Akademi Parawisata Kendari
16,Akademi Keperawatan Kamanre
0,Akademi Keperawatan Kharisma Gowa Raya
22,Akademi Keperawatan Batari Toja
7,Akademi Keperawatan Reformasi
38,Akademi Kebidanan Sandi Karsa
15,Akademi Keperawatan Sandi Karsa
0,Akademi Keperawatan Putra Pertiwi
6,Akademi Keperawatan Yapi
5,Akademi Keperawatan Rantepao
5,Akademi Keperawatan Fatima Mamuju
21,Akademi Keperawatan Makasar
18,Akademi Kebidanan Muhammadiyah Makassar
6,Akademi Kebidanan Palu Sulawesi Tengah
8,Akademi Keperawatan Al-Hambra Makassar
26,Akademi Kebidanan Pelita Ibu Kendari
7,Akademi Keperawatan Totabuan Kotamobagu
20,Akademi Kebidanan Yapma Makassar
9,Akademi Kebidanan Bakti Nusantara Rantepao
10,Akademi Analis Kesehatan Kendari
27,Akademi Kebidanan Kamanre Palopo
14,Akademi Kebidanan Syekh Yusuf Gowa
6,Akademi Kebidanan Minasa Upa
18,Akademi Kebidanan Madani Sinjai
19,Akademi Kebidanan Konawe
21,Akademi Kebidanan Muhammadiyah Palopo
17,Akademi Keperawatan Sawerigading Pemda Luwu
15,Akademi Keperawatan Fatima Pare-pare
10,Akademi Keperawatan Gunung Maria
6,Akademi Teknik Elektromedik Muhammadiyah Makassar
9,Akademi Farmasi Kebangsaan Makassar
11,AKTEK Radiodiagnostik & Radioterapi Muhammadiyah
0,Akademi Keperawatan Pemda Sengkang
4,Akademi Kesehatan Lingkungan Mandala Waluya
7,AKPER Putra Pertiwi Watansoppeng
9,Akademi Keperawatan Lapatau Bone
12,Akademi Keperawatan Bethesda Tomohon
11,Akademi Keperawatan PPNI Kendari
8,Akademi Keperawatan Justitia
8,Akademi Farmasi Medika Nusantara
15,Akademi Kebidanan Nusantara Jaya
6,Akademi Kebidanan Batari Toja
8,Akademi Kebidanan Bunda Kotamobagu
3,Akademi Kebidanan Lapatau Bone
9,Akademi Kesehatan Gigi Kendari
6,Akademi Kebidanan Persada Wajo
18,Akademi Analis Kesehatan Muhammadiyah Makassar
13,Akademi Kebidanan Bina Sehat Nusantara
14,Akademi Kebidanan Andi Makkasau
14,Akademi Farmasi Sandi Karsa
6,Akademi Kesehatan Lingkungan Muhammadiyah Makassar
3,Akademi Kebidanan Dian Harapan
7,Akademi Kebidanan Inau
25,Akademi Kebidanan Sinar Kasih Toraja
2,Akademi Kebidanan Sumber Kasih Enrekang
28,Akademi Kebidanan Trinita Manado
11,Akademi Keperawatan Toraya
9,Akademi Kebidanan Prima Sengkang
19,Akademi Kebidanan Tahirah Al Baeti Bulukumba
12,Akademi Kebidanan Masamba
2,Akademi Kebidanan Mayapada Gading Persada
35,Akademi Kebidanan Graha Ananda
3,Akademi Kebidanan Menara Primadani
21,Akademi Kebidanan Pelamonia Kesdam VIIWirabuana
4,Akademi Kebidanan Haji Amirullah
11,Akademi Kebidanan Menara Bunda
13,Akademi Keperawatan Metuari Waya Manado
0,Akademi Kebidanan Yayasan Kesehatan Nasional
4,Akademi Kebidanan Paramata Raha
0,Akademi Kebidanan Bambapuang Prima Persada
6,Akademi Kebidanan Aisyah Kabupaten Pangkep
8,Akademi Kebidanan Buton Raya
7,Akademi Kebidanan Reformasi
1,Akademi Kebidanan Graha Rabita Anugerah
11,Akademi Keperawatan Rumkit Tingkat III Manado
17,Akademi Keperawatan Rumah Sakit Tk. II Pelamonia
9,Akademi Keperawatan Bala Keselamatan
5,Akademi Farmasi Tadulako Farma 
21,Akademi Farmasi Yamasi Makassar 
16,AKPER Mappa Oudang Makassar 
5,Akademi Fisioterapi ST Lukas Tomohon
15,Akademi Kebidanan Gunung Sari Makassar
3,Akademi Farmasi Toraja
6,Akademi Farmasi Bina Farmasi
0,Akademi Tenaga Kesehatan Baubau
8,Akademi Keperawatan Syekh Yusuf Gowa
0,Politeknik Internasional Indonesia Makassar
68,Politeknik Informatika Nasional  
0,Politeknik Nusa Utara
45,Politeknik Gorontalo
24,Politeknik Palu
23,Politeknik Indotec Kendari
18,Politeknik Bosowa
57,Politeknik Maritim AMI Makassar
38,Politeknik Baubau
0,Akademi Komunitas Dewinatalia
0,UCSI University
306,Universitas Bung Hatta
168,Universitas Muhammadiyah Sumatera Barat
219,Universitas Ekasakti
83,Universitas Mahaputra Muhammad Yamin
65,Universitas Tamansiswa
513,Universitas Islam Riau
302,Universitas Lancang Kuning
194,Universitas Batanghari Jambi
146,Universitas Baiturrahmah
170,Universitas Batam
130,Universitas Internasional Batam
412,Universitas Putra Indonesia Yptk Padang
121,Universitas Abdurrab
159,Universitas Riau Kepulauan
0,Universitas Maritim Raja Ali Haji
113,Universitas Muara Bungo
118,Universitas Islam Indragiri
146,Universitas Muhammadiyah Riau
177,Universitas Putera Batam
48,Universitas Karimun
127,Universitas Pasir Pengaraian
7,Universitas Islam Sumatera Barat
90,Universitas Islam Kuantan Singingi
107,Universitas Dharma Andalas
76,Universitas Universal
21,Universitas Mohammad Natsir Bukittinggi
74,Universitas Dharmas Indonesia
29,Universitas Nahdlatul Ulama Sumatera Barat
118,Universitas Pahlawan Tuanku Tambusai
0,Universitas Adiwangsa Jambi
0,Institut Sains Dan Teknologi Pembangunan Nusantara
84,Institut Teknologi Padang
0,Institut Teknologi Batam
39,STKIP Yayasan Abdi Pendidikan
51,STKIP Ahlussunnah
266,STKIP PGRI Sumatera Barat
44,STKIP YDB Lubuk Alung
0,Sekolah Tinggi Ilmu Hukum Painan
12,Sekolah Tinggi Ilmu Hukum Lubuk Sikaping
0,Sekolah Tinggi Ilmu Manajemen Sumbar
51,Sekolah Tinggi Ilmu Ekonomi H Agus Salim
43,Sekolah Tinggi Ilmu Ekonomi KBP
21,Sekolah Tinggi Ilmu Ekonomi Pasaman
40,Sekolah Tinggi Ilmu Ekonomi Sumbar
10,Sekolah Tinggi Ilmu Administrasi Adabiah
12,Sekolah Tinggi Bahasa Asing Prayoga
24,Sekolah Tinggi Ilmu Administrasi Lppn
12,STISIP Imam Bonjol
22,STISIP Padang
43,Sekolah Tinggi Teknologi Industri Padang
14,Sekolah Tinggi Ilmu Ekonomi Perdagangan
10,STISIP Pancasakti
76,STKIP YPM Bangko
19,STIP Graha Karya
41,STKIP Muhammadiyah Sungai Penuh
0,Sekolah Tinggi Ilmu Ekonomi Dharma Andalas
22,Sekolah Tinggi Ilmu Ekonomi Jambi
34,Sekolah Tinggi Ilmu Ekonomi Ibnusina
27,Sekolah Tinggi Ilmu Ekonomi Purna Graha
41,STMIK Nurdin Hamzah
56,STMIK Amik Riau
59,Sekolah Tinggi Ilmu Ekonomi Riau
28,Sekolah Tinggi Farmasi Indonesia Perintis Padang
40,STISIPOL Raja Haji
35,Sekolah Tinggi Ilmu Ekonomi Indragiri Rengat
19,Sekolah Tinggi Ilmu Administrasi Lancang Kuning
23,Sekolah Tinggi Ilmu Ekonomi Bangkinang
9,Sekolah Tinggi Ilmu Administrasi Pagaruyung
18,Sekolah Tinggi Ilmu Hukum Padang
52,Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi
11,Sekolah Tinggi Ilmu Ekonomi Perbankan Indonesia
8,Sekolah Tinggi Ilmu Ekonomi Pagaruyung
46,Sekolah Tinggi Ilmu Ekonomi Sakti Alam Kerinci
13,Sekolah Tinggi Ilmu Ekonomi Dharma Putra Pekanbaru
9,STISIP Persada Bunda
57,Sekolah Tinggi Ilmu Ekonomi Persada Bunda
7,STIA Bina Nusantara Mandiri Pariaman
28,STIE Graha Karya Muara Bulian
14,Sekolah Tinggi Ilmu Ekonomi Bentara Persada Batam
0,Sekolah Tinggi Teknik Bentara Persada Batam
0,Sekolah Tinggi Teknologi Unggulan Swarna Dwipa
0,Sekolah Tinggi Ilmu Pertanian Swarna Dwipa
55,STMIK Indonesia Padang
48,Sekolah Tinggi Teknik Ibnu Sina
73,Sekolah Tinggi Ilmu Komputer Dinamika Bangsa
42,STMIK Jaya Nusa
35,Sekolah Tinggi Ilmu Farmasi Riau
20,STMIK Putera Batam
17,STKIP Aisyiyah Riau
107,Sekolah Tinggi Ilmu Kesehatan Hang Tuah
21,STIPER Sawahlunto Sijunjung
27,Sekolah Tinggi Ilmu Kesehatan Ceria Buana
0,Sekolah Tinggi Teknologi Duri
20,Sekolah Tinggi Pariwisata Riau
28,Sekolah Tinggi Teknologi Nasional
34,Sekolah Tinggi Teknologi Dumai
43,Sekolah Tinggi Ilmu Administrasi Setih Setio
22,Sekolah Tinggi Ilmu Komputer Pelita Indonesia
25,Sekolah Tinggi Teknologi Pekanbaru
11,Sekolah Tinggi Bahasa Asing Persada Bunda
63,Sekolah Tinggi Ilmu Kesehatan Fort De Kock
21,STISIP Nurdin Hamzah
55,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jambi
36,Sekolah Tinggi Ilmu Kesehatan Alifah Padang
62,Sekolah Tinggi Ilmu Kesehatan Baiturrahim
25,STIA Nusantara Sakti Sungai Penuh
23,STMIK Dumai
24,Sekolah Tinggi Teknologi Payakumbuh
21,Sekolah Tinggi Ilmu Farmasi Padang
54,STIKES Mercubaktijaya Padang
0,STIKES Tuanku Tambusai
73,STIKES Perintis Padang
17,STIKES Piala Sakti Pariaman
28,STIKES Tengku Maharatu
17,Sekolah Tinggi Ilmu Hukum Persada Bunda
26,Sekolah Tinggi Ilmu Kesehatan Indonesia Padang
23,Sekolah Tinggi Ilmu Kesehatan YPAK Padang
16,STMIK Dharmapala Riau
0,STIKES Dharmasraya
50,Sekolah Tinggi Ilmu Ekonomi Pelita Indonesia
30,STIKES Hang Tuah Tanjung Pinang
20,STIKES Purna Bhakti Husada Batusangkar
19,Sekolah Tinggi Ilmu Kesehatan Ibnu Sina Batam
60,Sekolah Tinggi Ilmu Kesehatan Payung Negeri
0,STMIK Dharmasraya
23,STIKES Yarsi Sumatera Barat
54,STIE Pembangunan Tanjungpinang
24,Sekolah Tinggi Ilmu Komunikasi Internasional Gurindam Archipelago
12,Sekolah Tinggi Ilmu Ekonomi Cakrawala
20,Sekolah Tinggi Teknologi Indonesia Tanjung Pinang
50,Sekolah Tinggi Ilmu Kesehatan Syedza Saintika
36,STIKES Ranah Minang
10,Sekolah Tinggi Teknologi Indragiri
13,Sekolah Tinggi Ilmu Ekonomi El Hakim
16,STKIP Al Azhar Diniyyah Jambi
20,Sekolah Tinggi Ilmu Kesehatan Karimun
18,STIKES Dharma Landbouw
16,STBA Haji Agus Salim
31,STKIP Adzkia
12,STKIP Widyaswara Indonesia
17,STIE Widyaswara Indonesia
25,STIKES Awal Bros Batam
26,STIKES Pekanbaru Medical Center
14,STKIP Insan Madani Airmolek
35,STIKES Al-Insyirah Pekanbaru
27,STKIP Nasional 
25,STIKES Nan Tongga
56,STIKES Prima Nusantara
37,STIKES Mitra Bunda Persada
20,STMIK Hang Tuah Pekanbaru
0,Sekolah Tinggi Ilmu Kesehatan Prima
8,Sekolah Tinggi Pertanian Haji Agus Salim
13,Sekolah Tinggi Ilmu Kesehatan Merangin
0,STKIP Dharmasraya 
0,STKIP Pahlawan Tuanku Tambusai
22,STIE Prakarti Mulya
13,Sekolah Tinggi Ilmu Kesehatan (STIKES) Lenggogeni Padang
23,STIE Mahaputra Riau
15,STISIP Bunda Tanah Melayu 
16,Sekolah Tinggi Ilmu Komputer Muhammadiyah Batam
13,STIA Indragiri
16,STKIP Pesisir Selatan
14,STIE Nagoya Indonesia
15,STIH Putri Maharaja
20,STKIP Rokania
24,STKIP Muhammadiyah Muara Bungo
2,STMIK Indragiri
5,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Meranti
16,Sekolah Tinggi Manajemen Informatika dan Komputer Gici
11,Sekolah Tinggi Teknologi Pelalawan
16,Sekolah Tinggi Ilmu Ekonomi Galileo
0,STIKES Awal Bros Pekanbaru
0,Sekolah Tinggi Ilmu Hukum Riau
4,Akademi Pembangunan Pertanian Lubuk Alung
11,Akademi Pariwisata Bunda Padang
0,Akademi Ilmu Komunikasi Padang
9,Akademi Keuangan Dan Perbankan Padang
9,Akademi Akuntansi Indonesia Padang
0,Akademi Koperasi Sumbar
0,Akademi Sekretari Dan Manajemen Indonesia Padang
0,Akademi Bahasa Asing H Agus Salim Bukittinggi
4,Akademi Pariwisata Engku Putri Hamidah
0,Akademi Manajemen Koperasi Graha Karya
4,Akademi Sekretari Dan Manajemen Jambi
7,Akademi Keuangan Dan Perbankan Riau
8,Akademi Akuntansi Riau 
19,Akademi Sekretari Dan Manajemen Persada Bunda
0,Akademi Akuntansi Mahaputra Riau
8,Akademi Keperawatan Baiturrahmah
0,Akademi Teknologi Pratama
14,Akademi Maritim Sapta Samudra
0,Akademi Manajemen El-hakim
10,Akademi Manajemen Informatika & Komputer Jaya Nusa
8,Akademi Bahasa Asing Persada Bunda
0,Akademi Teknik Taman Siswa
12,Akademi Manajemen Informatika Dan Komputer Dumai
0,Akademi Bahasa Asing Alaska Padang
11,Apikes Iris
10,Akademi Teknik Adikarya
4,Akademi Telekomunikasi Indonesia Jambi
0,Akademi Kesehatan Fisioterapi
10,Akademi Farmasi Dwi Farma
17,AMIK Bukittinggi
0,Akademi Bahasa Asing Tanjung Pinang
15,AMIK Datuk Parpatiah Nan Sabatang
24,AMIK Mitra Gama
18,Akademi Kebidanan Alifah Padang
0,Akademi Perpajakan YPKM
14,Akademi Kebidanan Dharma Husada Pekanbaru
10,Akademi Keperawatan Dharma Husada Pekanbaru
4,Akademi Bahasa Asing Nurdin Hamzah
22,AMIK Mahaputra Riau
0,Akademi Keperawatan Mitra Bunda Persada
0,Akademi Kebidanan Prima Nusantara
21,AMIK Tri Dharma Pekanbaru
7,Akademi Pariwisata Paramitha Bukittinggi
20,Akademi Kesenian Melayu Riau
0,Akademi Kebidanan Dayang Suri
13,Akademi Keperawatan Jambi
0,Akademi Kebidanan Merangin
18,Akademi Manajemen Informatika Dan Komputer Kosgoro
4,Akademi Farmasi Ranah Minang
16,AMIK Selat Panjang
10,Akademi Akuntansi (AKTAN) Boekittinggi
6,Akademi Keperawatan Sri Bunga Tanjung
16,AMIK Depati Parbo Kerinci
0,Akademi Kebidanan Dharma Landbouw
13,Akademi Keperawatan Bina Insani Sakti
0,Akademi Kebidanan Tuanku Tambusai
9,Akademi Keperawatan Nabila
14,Akademi Kebidanan Internasional Pekanbaru
12,Akademi Keperawatan Prima Jambi
3,Akademi Kebidanan Prima Jambi
0,Akademi Kebidanan Ranah Minang
9,Akademi Analis Kesehatan Pekanbaru
6,Akademi Keperawatan YPTK Solok
10,Akademi Kebidanan Sempena Negeri Pekanbaru
20,Akademi Kebidanan Helvetia Pekanbaru
15,Akademi Keperawatan Setih Setio
0,Akademi Keperawatan Nan Tongga
9,Akademi Kebidanan Husada Gemilang
0,Akademi Kebidanan Baiturrahim Jambi
4,Akademi Kebidanan Laksamana
3,Akademi Kebidanan Bunda Serumpun
7,Akademi Keperawatan Aisyiyah Padang
6,Akademi Kebidanan Tuti Rahayu
2,Akademi Kebidanan Bina Nusantara Mandiri
8,Akademi Keperawatan Purna Bhakti Husada
8,Akademi Kebidanan Puteri Andalas
15,Akademi Kebidanan Widya Husada
0,Akademi Kebidanan Pasir Pengaraian
2,Akademi Kebidanan Mitra Husada Padang
9,Akademi Kebidanan Petro Mandau Husada
15,Akademi Kebidanan Umi Bagan Batu
15,Akademi Kebidanan Amanah Muara Bungo
13,Akademi Kebidanan Keluarga Bunda Jambi
5,Akademi Analis Kesehatan Putra Jaya Batam
6,Akademi Akuntansi Dan Manajemen Pembangunan
0,Akademi Manajemen Informatika Dan Komputer Gici
6,Akademi Bahasa Asing Permata Harapan
14,Akademi Akuntansi Permata Harapan Batam
8,Akademi Kebidanan Pelita Andalas
14,Akademi Kebidanan Anugerah Bintan
8,Akademi Kebidanan Satu Enam Lima
18,Akademi Kebidanan Salma
10,Akademi Kebidanan Imam Bonjol
8,Akademi Teknik Gigi YLPTK Padang
16,Akademi Kebidanan Sumatera Barat
8,Akademi Kebidanan Payung Pelalawan
11,Akademi Kebidanan Putra Jaya Mandiri Batam
11,Akademi Kebidanan Pasaman Barat
14,Akademi Kebidanan Budi Mulia Kotabaru
9,Akademi Keperawatan YPSBR Muara Bulian
6,Akademi Farmasi Prayoga Padang
5,Akademi Kebidanan Putri Bangsa Pariaman
8,Akademi Kebidanan Hang Jebat
6,Akademi Refraksi Optisi YLPTK
5,Akademi Keperawatan Kesdam I/Bukit Barisan Padang
7,Akademi Kebidanan Indragiri
7,Akademi Farmasi Imam Bonjol
18,Akademi Kebidanan Jakarta Mitra Sejahtera
19,Akademi Keperawatan Garuda Putih Jambi
8,Akademi Kesehatan John Paul II Pekanbaru
13,Akademi Akuntansi dan Komputer Stephen Jambi
0,Politeknik Batam
83,Politeknik Caltex
0,Politeknik Tri Dharma
0,Politeknik Bengkalis
0,Politeknik Pasir Pengaraian
28,Politeknik Jambi
4,Politeknik Kesehatan Siteba
25,Politeknik Kampar
20,Politeknik Pariwisata Batam
152,Universitas 17 Agustus 1945 Samarinda
103,Universitas Achmad Yani Banjarmasin
387,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin
65,Universitas Panca Bhakti
35,Universitas Tridharma
159,Universitas Balikpapan
94,Universitas Widya Gama Mahakam Samarinda
116,Universitas Kutai Kartanegara Tenggarong
144,Universitas Muhammadiyah Palangka Raya
47,Universitas Kristen Palangka Raya
55,Universitas Trunajaya Bontang
115,Universitas Muhammadiyah Pontianak
56,Universitas Kapuas Sintang
61,Universitas PGRI Palangka Raya
0,Universitas Borneo Tarakan
70,Universitas Antakusuma
63,Universitas Darwan Ali
84,Universitas Kaltara
18,Universitas Nahdlatul Ulama Kalimantan Timur
29,Universitas Nahdlatul Ulama Kalimantan Selatan
27,Universitas Nahdlatul Ulama Kalimantan Barat
160,Universitas Muhammadiyah Banjarmasin
103,Universitas Muhammadiyah Kalimantan Timur
30,IKIP PGRI Kaltim
214,IKIP PGRI Pontianak
40,Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin
23,STIA Bina Banua Banjarmasin
14,STIMI Banjarmasin
41,Sekolah Tinggi Ilmu Hukum Sultan Adam
21,Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin
94,STKIP PGRI Banjarmasin
14,Sekolah Tinggi Ilmu Ekonomi Pontianak
0,STKIP PGRI Pontianak
7,Sekolah Tinggi Ilmu Hukum Soelthan M Tsjafioeddin
12,Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo
0,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Samarinda
20,Sekolah Tinggi Ilmu Ekonomi Balikpapan
4,Sekolah Tinggi Ilmu Komunikasi Mahakam
10,STMIK Samarinda
20,Sekolah Tinggi Ilmu Ekonomi Palangka Raya
11,Sekolah Tinggi Ilmu Hukum Tambun Bungai
13,Sekolah Tinggi Ilmu Ekonomi Sampit
13,Sekolah Tinggi Ilmu Hukum Habaring Hurung Sampit
13,STKIP Muhammadiyah Sampit
9,STIMI Samarinda
109,Sekolah Tinggi Ilmu Ekonomi Pancasetia
27,Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan
7,Sekolah Tinggi Ilmu Ekonomi Samarinda
4,Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas
50,STIE Muhammadiyah Tanjung Redeb
